Id,Выходные данные,Тем. Отдел,Автор,Другие авторы,Заглавие,Год,Иллюстратор,Иллюстрации,Стр.,Место издания,Издательство,Переиздания,Примечания
376.0,"Пушкин А. С., Капитанская дочка : Повесть А.С. Пушкина : Приспособлена к чтению в нар. аудиториях / [Обл.: Н. Каразин]. - 5-е изд. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1904. - 72 с. : ил. ; 18 см. - (Народное чтение)",Беллетристика,"Пушкин, Александр Сергеевич (1799-1837) ",,Капитанская дочка : Повесть,1904.0,"Иллюстратор - Каразин, Николай Николаевич (1842-1908)",ил. ,72 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,5-е изд.,На обл. авт. не указан
377.0,"Макарова С.М., Как и чему учил Петр Великий народ свой / [С.М.]. - 2-е изд. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1876. - 36 с., 10 л. цв. ил. ; 21 см. - (Народные чтения)",История,"Макарова, София Марковна (1834-1887)",,Как и чему учил Петр Великий народ свой,1876.0,,10 ил. цвет.,36 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,2-е изд.,Авт. указан в конце текста
378.0,"Мердер Н.И., Чистые сердца : Деревен. быль / [Соч.] Н. Северина [псевд.]. - Санкт-Петербург : На средства Изд. о-ва при... Постоян. комис. по устройству нар. чтений, 1896. - 28 с., 1 л. фронт. (ил.) ; 19 см",Беллетристика,"Мердер, Надежда Ивановна (1839 или 1837-1906)",,Чистые сердца : Деревен. быль,1896.0,,1 ил.,28 с.,Санкт-Петербург ,На средства Изд. о-ва при Постоян. комис. по устройству нар. чтений,,
379.0,"Крайний Север и его просветители. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1897. - 31 с. ; 18 см",География и путешествия,,,Крайний Север и его просветители,1897.0,,,31 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,,
380.0,"Вахтерова Э.О., Алексей Васильевич Кольцов и его песни / [Соч.] Эм. Кислинской [псевд.]. - 2-е изд. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1902. - 28 с., 1 л. фронт. (портр.) ; 18 см. - (Народные чтения ; № 149)",Биография лит,"Кольцов, Алексей Васильевич (1809-1842)","Составитель - Вахтерова, Эмилия Орестовна",Алексей Васильевич Кольцов и его песни,1902.0,,1 ил. портрет,28 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,2-е изд.,Авт. установлен по слов. И.Ф. Масанова
381.0,"Почки и их значение для нашего тела / Под ред. д-ра В.В. Гориневского. - Санкт-Петербург : Постоян. комис. нар. чтений, 1914. - 44 с., 1 скл. л. ил. ; 18 см",Медицина,,Редактор - Гориневский В.В.,Почки и их значение для нашего тела,1914.0,,1 ил. складн. ,44 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,,На обл.: № 300
382.0,"Сборник стихов : Вып. 1-3. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1883-1884. - 2 т. ; 18 см. - (Народные чтения)",Беллетристика,,,Сборник стихов,1883-1884,,,2 т.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,,
383.0,"Желиховская В. П., Наши воины православные : С портр. вел. кн. Михаила Николаевича / [Соч.] В. Желиховской. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1885. - 79 с., 1 л. портр. ; 18 см",История,"Желиховская, Вера Петровна (1835-1896) ",,Наши воины православные : С портр. вел. кн. Михаила Николаевича,1885.0,,1 ил. портрет,79 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,,На обл. авт. не указан
384.0,"Алфеев И.Г., Как еда питает наше тело? / [Соч.] И. Алфеева. - Санкт-Петербург : Постоян. комис. нар. чтений, 1874. - 70 с., 2 л. цв. ил. ; 21 см. - (Народные чтения)",Медицина,"Алфеев, Иван Гаврилович",,Как еда питает наше тело?,1874.0,,2 ил. цвет.,70 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,,
385.0,"Демчинский Н.А., О грядковой культуре хлебов : Два чтения / Н.А. Демчинский. - Санкт-Петербург : Постоян. комис. нар. чтений, 1908. - 28 с. : ил. ; 24 см. - (Постоянная комиссия народных чтений ; № 258)",Естествознание,"Демчинский, Николай Александрович (1851-1914/15)",,О грядковой культуре хлебов : Два чтения,1908.0,,ил. ,28 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,,Изд. также под загл.: Популярные лекции по грядковой культуре хлебов
386.0,"Четыркин Ф.В., Святый Митрофан Воронежский / Сост. Ф. Четыркин. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений и состоящее при ней изд. о-во, 1890. - 26 с., 1 л. ил. ; 19 см",Духовное просвещение,"Четыркин, Федор Васильевич (1840-1904)",,Святый Митрофан Воронежский,1890.0,,1 ил.,26 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений и состоящее при ней изд. о-во ,,
387.0,"О Франции и французах : [Крат. ист.-геогр. очерк. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1892. - 51 с., 1 карт. ; 18 см",География и путешествия,,,О Франции и французах : Крат. ист.-геогр. очерк,1892.0,,1 ил. карта ,51 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,,
388.0,"Сеткова А.П., Архангельские китоловы : Повесть А. Сетковой (Катенкамп). - 6-е изд. - Санкт-Петербург : Постоян. комис. нар. чтений, на средства Изд. о-ва, 1897. - 75 с. : ил. ; 17 см",Беллетристика,"Сеткова, Александра Пантелеймоновна (1834-)",,Архангельские китоловы : Повесть,1897.0,,ил. ,75 с.,Санкт-Петербург ," Постоян. комис. нар. чтений, на средства Изд. о-ва, ",6-е изд.,
389.0,"Елачич Е.А., ... Жизнь в тропическом лесу Африки : С 17 рис. в тексте / Евгений Елачич. - Санкт-Петербург : Постоян. комис. нар. чтений, 1908. - 50 с. : ил. ; 24 см. - Библиогр. в предисл.",География и путешествия,"Елачич, Евгений Александрович (1880-1945)",,Жизнь в тропическом лесу Африки,1908.0,,ил. ,50 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,,Библиогр. в предисл.
390.0,"Сеткова А.П., Артель босяков : [Рассказ] / [Соч.] А. Сетковой (Катенкамп). - Санкт-Петербург : Постоян. комис. нар. чтений, 1907. - 128 с. ; 18 см",Беллетристика,"Сеткова, Александра Пантелеймоновна (1834-)",,Артель босяков : Рассказ,1907.0,,,128 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,,На обл. авт. не указан; номер изд.: № 242
391.0,"Масальский В.И., ...Как из семечка вырастает растение и как оно питается / [Соч.] Кн. В. Мосальского[!]. - 2-е изд. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1890. - 50 с. : ил. ; 18 см. - (Из жизни растений)",Естествознание,"Масальский, Владислав Иванович (1859-)",,Как из семечка вырастает растение и как оно питается,1890.0,,ил. ,50 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,2-е изд.,
392.0,"Куликова В.Н., Извощик Клим : Рассказ из дерев. и петербург. жизни крестьян / Соч. В. Куликовой. - 3-е изд. - Санкт-Петербург : изд. на средства Изд. о-во при Постоян. комис. по устройству нар. чтений, 1895. - 35 с. ; 19 см",Беллетристика,"Куликова, Варвара Николаевна (1846-1894)",,Извощик Клим : Рассказ из дерев. и петербург. жизни крестьян,1895.0,,,35 с.,Санкт-Петербург ," изд. на средства Изд. о-во при Постоян. комис. по устройству нар. чтений, ",3-е изд.,
393.0,"Заусцинский Ф.П., Финляндия / Сост. Ф.П. Заусцинский. - Петроград : Постоян. комис. нар. чтений, 1916. - 56 с. : карт. ; 19 см. - (Народные чтения ; № 320)",География и путешествия,"Заусцинский, Ф.П.",,Финляндия,1916.0,,1 ил. карта ,56 с.,Петроград,Постоян. комис. нар. чтений ,,
394.0,"Гориневский В.В., О холере : Нар. чтение д-ра В.В. Гориневского : С 7-ю рис. - 51-55 тыс. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1907. - 50 с. : ил. ; 18 см",Медицина,"Гориневский, Валентин Владиславович (1857-1937)",,О холере,1907.0,,7 ил. ,50 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,51-55 тыс.,
395.0,"Вакуловский А.Н., Морской бой при Гангуде / Сост. А. Вакуловский. - Санкт-Петербург : Постоян. комис. нар. чтений, 1914. - 46 с., 6 ил., портр. ; 18 см",История,"Вакуловский, Андрей Николаевич",,Морской бой при Гангуде,1914.0,,6 ил. портрет,46 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,,На обл.: № 304
396.0,"Самборский С.И., Общедоступный лечебник домашних животных / Сост. С.И. Самборский, с.-петерб. губ. зем. вет. врач. - Санкт-Петербург : изд. О-во при Постоян. комис. по устройству нар. чтений, 1896. - [348] с. разд. паг., 4 л. ил. ; 17 см",Медицина,"Самборский, Сергей Иванович (1860-)",,Общедоступный лечебник домашних животных,1896.0,,4 ил.,[348] с.,Санкт-Петербург ,Изд. о-во при Постоян. комис. по устройству нар. чтений,,
397.0,"Берс А.А., Воспоминания о походе в Турцию в 1877-1878 гг. / [Соч.] А.А. Берса. - Санкт-Петербург : Постоян. комис. нар. чтений, 1900. - 84 с. ; 19 см. - (Народные чтения)",География и путешествия,"Берс, Александр Александрович (1844-1921)",,Воспоминания о походе в Турцию в 1877-1878 гг.,1900.0,,,84 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,,
398.0,"Западная Сибирь / Под ред. Ф.А. Тарапыгина. - Санкт-Петербург : Постоян. комис. нар. чтений, 1912. - 56 с. ; 18 см",География и путешествия,,Редактор - Тарапыгин Ф.А.,Западная Сибирь,1912.0,,,56 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,,На обл.: № 109
399.0,"О Франции и французах : [Крат. ист.-геогр. очерк]. - 4-е изд. - Санкт-Петербург : Постоян. комис. нар. чтений, 1914. - 48 с. ; 19 см",География и путешествия,,,О Франции и французах : Крат. ист.-геогр. очерк,1914.0,,,48 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,4-е изд.,
400.0,"Гадзяцкий К., Сибирская железная дорога / Сост. К. Гадзяцкий. - Санкт-Петербург : Постоян. комис. нар. чтений, 1898. - 30 с. ; 18 см",Общественное устройство,"Гадзяцкий, Константин",,Сибирская железная дорога,1898.0,,,30 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,,
401.0,"Платонова А.Ф., За други своя : (Рассказ) / [Соч.] А.Ф. Платоновой. - Петроград : Постоян. комис. нар. чтений, 1915. - 36 с. : ил. ; 18 см",Беллетристика,"Платонова, Александра Федоровна",,За други своя : Рассказ,1915.0,,ил. ,36 с.,Петроград,Постоян. комис. нар. чтений ,,На обл.: № 311
402.0,"Сеткова А.П., Повесть о славном атамане Беляке и о юном княжиче Федоре / [Соч.] А. Сетковой (Катенкамп). - 3-е изд. - Санкт-Петербург : На средства Изд. о-ва Постоян. комис. по устройству нар. чтений, 1900. - 291 с. ; 17 см",Беллетристика,"Сеткова, Александра Пантелеймоновна (1834-)",,Повесть о славном атамане Беляке и о юном княжиче Федоре,1900.0,,,291 с.,Санкт-Петербург ,На средства Изд. о-ва Постоян. комис. по устройству нар. чтений,3-е изд.,На обл. авт. не указан
403.0,"Япония прежде и теперь : Три чтения / Под ред. Ф.А. Тарапыгина. - Санкт-Петербург : Постоян. комис. нар. чтений, 1910. - 112 с. ; 18 см",География и путешествия,,Редактор - Тарапыгин Ф.А.,Япония прежде и теперь : Три чтения,1910.0,,,112 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,,На обл.: № 200
404.0,"Рождественский С.Е., О Суворове : Чтение для народа / [Соч.] С. Рождественского. - 6-е изд. - Санкт-Петербург : Постоян. комис. нар. чтений, 1897. - 44 с. : портр. ; 21 см",Биография,"Рождественский, Сергей Егорович (1834-1891)",,О Суворове,1897.0,,1 ил. портрет,44 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,6-е изд.,
405.0,"Петров И.И., О смутном времени на Руси : Два чтения: 1. Убиение царевича Димитрия и что последовало за кончиной царя Феодора Иоанновича. 2. Народное ополчение на защиту отечества и как русские люди выбрали царем Михаила Феодоровича Романова / Изложил И.И. Петров. - 3-е изд. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1895. - 76 с., 2 л. ил. ; 18 см. - (Чтение для народа)",История,"Петров, Иван Иванович (1861-)",,О смутном времени на Руси : Два чтения: 1. Убиение царевича Димитрия и что последовало за кончиной царя Феодора Иоанновича. 2. Народное ополчение на защиту отечества и как русские люди выбрали царем Михаила Феодоровича Романова,1895.0,,2 ил. ,76 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,3-е изд.,Загл. обл.: Смутное время на Руси
406.0,"Гоголь Н. В., Тарас Бульба : Ист. повесть / [Соч.] Н.В. Гоголя, излож. для народа. - Санкт-Петербург : Постоян. комис. нар. чтений, 1881. - 40 с. ; 23 см. - (Народные чтения)",Беллетристика,"Гоголь, Николай Васильевич (1809-1852) ",,Тарас Бульба : Историческая повесть ,1881.0,,,40 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,,Авт. на обл. не указан
407.0,"Куликова В.Н., Извощик Клим : Рассказ из дерев. и петербург. жизни крестьян / Соч. В. Куликовой. - Санкт-Петербург : изд. на средства Изд. о-во при Постоян. комис. по устройству нар. чтений, 1886. - 31 с. ; 19 см",Беллетристика,"Куликова, Варвара Николаевна (1846-1894)",,Извощик Клим : Рассказ из дерев. и петербург. жизни крестьян,1886.0,,,31 с.,Санкт-Петербург ," изд. на средства Изд. о-во при Постоян. комис. по устройству нар. чтений, ",,
408.0,"Сафонов С. А., Колокол святого духа : Рассказ С.А. Сафонова. - Санкт-Петербург : Постоян. комис. нар. чтений, 1900. - 34 с. ; 18 см. - (Народные чтения)",Беллетристика,"Сафонов, Сергей Александрович (писатель , 1879-1904) ",,Колокол святого духа : Рассказ,1900.0,,,34 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,,На обл. авт. не указан
409.0,"Четыркин Ф.В., Святый Григорий Богослов / Сост. Ф. Четыркин. - 2-е изд. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1895. - 30 с., 1 л. фронт. (ил.) ; 19 см",Духовное просвещение,"Четыркин, Федор Васильевич (1840-1904)",,Святый Григорий Богослов,1895.0,,1 ил.,30 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,2-е изд.,
410.0,"Бахтиаров А.А., Как делают бумагу и как печатают книги / [Соч.] А. Бахтиарова. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1893. - 31 с., 3 л. ил. ; 18 см",Общественное устройство,"Бахтиаров, Анатолий Александрович (1851-1916)",,Как делают бумагу и как печатают книги,1893.0,,3 ил.,31 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,,
411.0,"Михаил Иванович Глинка : [Биогр. очерк]. - Санкт-Петербург : Постоян. комис. нар. чтений, 1907. - 35 с. ; 19 см",Биография,,,Михаил Иванович Глинка : Биогр. очерк,1907.0,,,35 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,,На обл.: № 235
412.0,"Бардовский А.Ф., Глеб Иванович Успенский. (1843-1902 г.) : Чтение о его лит. деятельности с отрывками из его соч / Сост. А. Бардовский. - Санкт-Петербург : Постоян. комис. нар. чтений, 1908. - 32 с. : портр. ; 21 см",Биография лит,"Бардовский, Александр Федорович",,Глеб Иванович Успенский. (1843-1902 г.) : Чтение о его лит. деятельности с отрывками из его соч,1908.0,,1 ил. портрет,32 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,,На обл.: № 254
413.0,"Четыркин Ф.В., Святый Митрофан Воронежский / Сост. Ф. Четыркин. - 2-е изд. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений и состоящее при ней изд. о-во, 1895. - 26 с., 1 л. фронт. (ил.) ; 19 см",Духовное просвещение,"Четыркин, Федор Васильевич (1840-1904)",,Святый Митрофан Воронежский,1895.0,,1 ил.,26 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений и состоящее при ней изд. о-во ,2-е изд.,
414.0,"Толстой А.К., Иоанн Дамаскин : Выдержки из поэмы гр. Алексей Толстого. - [7-е изд.]. 61-я - 70-я тыс. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1910. - 24 с. ; 18 см. - (Народные чтения ; № 16)",Беллетристика,"Толстой, Алексей Константинович (1817-1875)",,Иоанн Дамаскин : Выдержки из поэмы гр. Алексея Толстого,1910.0,,,24 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,7-е изд. 61-70 тыс.,На обл. авт. не указан
415.0,"Ососов А.В., О забастовках : Как относятся к ним в разных государствах : (Забастовки, стачки, примирит. учреждения) : С прил. Указа 2 дек. 1905 г / [Соч.] А. Ососова. - Санкт-Петербург : Постоян. комис. нар. чтений, [1906] (обл. 1096). - 48 с. ; 20 см",Общественное устройство,"Ососов, Андрей Васильевич",,"О забастовках : Как относятся к ним в разных государствах : (Забастовки, стачки, примирит. учреждения) : С прил. Указа 2 дек. 1905 г",1906.0,,,48 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,,Во 2-м изд. загл.: Забастовка как средство борьбы...
416.0,"Корольков Н.Ф., Первые месяцы Великой войны : 1914-1915 гг / Сост. Н.Ф. Корольков. - Петроград : Постоян. комис. нар. чтений, 1915. - 40 с. : портр. ; 17 см",История,"Корольков, Николай Федорович",,Первые месяцы Великой войны : 1914-1915 гг,1915.0,,1 ил. портрет,40 с.,Петроград,Постоян. комис. нар. чтений ,,На обл.: № 308
417.0,"Сеткова А.П., На Смоленской дороге : Рассказ из войны 1812 г / [Соч.] А.П. Сетковой (Катенкамп). - Санкт-Петербург : изд. о-во Постоян. комис. по устройству нар. чтений, 1889. - 152 с. : ил. ; 18 см",Беллетристика,"Сеткова, Александра Пантелеймоновна (1834-)",,На Смоленской дороге : Рассказ из войны 1812 г,1889.0,,ил. ,152 с.,Санкт-Петербург ," изд. о-во Постоян. комис. по устройству нар. чтений, ",,С 3-го изд. на обл. авт. не указан
418.0,"Филонов А. Г., Петр Великий по сочинениям А.С. Пушкина / [Соч.] А.Г. Филонова. - Санкт-Петербург : Постоян. комис. нар. чтений, 1880. - 20 с. ; 23 см. - (Народные чтения)",Беллетристика,"Пушкин, Александр Сергеевич (1799-1837) ","Рассказал - Филонов, Андрей Григорьевич (1831-1908)",Петр Великий по сочинениям А.С. Пушкина,1880.0,,,20 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,,На обл. авт. не указан
419.0,"Сеткова А.П., Старик Никита и его три дочери : [Рассказ] / [Соч.] А. Сетковой (Катенкамп). - 8-е изд. 56-70 тыс. - Санкт-Петербург : на средства Изд. о-ва Постоян. комис. по устройству нар. чтений, 1914. - 46 с. : ил. ; 18 см",Беллетристика,"Сеткова, Александра Пантелеймоновна (1834-)",,Старик Никита и его три дочери : Рассказ,1914.0,,ил. ,46 с.,Санкт-Петербург ,На средства Изд. о-ва Постоян. комис. по устройству нар. чтений,8-е изд. 56-70 тыс.,На обл. авт. не указан
420.0,"Супонев А.Н., Рассказы о севастопольцах / [Соч.] А.Н. Супонева. - 2-е изд., испр. по замечаниям Учен. ком. - Санкт-Петербург : Постоян. комис. нар. чтений, 1882. - 24 с., 2 л. цв. ил. ; 21 см",География и путешествия,"Супонев, Авдей Николаевич (1838 — 1905)",,Рассказы о севастопольцах,1882.0,,2 ил. цвет.,24 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,2-е изд.,
421.0,"Вахтерова Э.О., Алексей Васильевич Кольцов и его песни / [Соч.] Эм. Кислинской [псевд.]. - [3-е изд.]. 19-25-я тыс. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1908. - 28 с. : портр. ; 18 см. - (Народные чтения ; № 149)",Биография лит,"Кольцов, Алексей Васильевич (1809-1842)","Составитель - Вахтерова, Эмилия Орестовна",Алексей Васильевич Кольцов и его песни,1908.0,,1 ил. портрет,28 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,3-е изд. 19-25 тыс.,Авт. установлен по слов. И.Ф. Масанова
422.0,"Буш Н.А., ...Как в степях лес разводить и для чего это нужно / [Соч.] Н. Буша. - Санкт-Петербург : Постоян. комис. нар. чтений, 1897. - 33 с. : ил. ; 18 см. - (О русском лесе ; Чтение 2)",Общественное устройство,"Буш, Николай Адольфович (1869-1941)",,Как в степях лес разводить и для чего это нужно,1897.0,,ил. ,33 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,,На обл. авт. не указан
423.0,"Хиляк В.И., Два старика : Рассказ из жизни рус. галичан / [Соч.] В. Хиляка; Пер. А. Погодин. - 2-е изд. - Санкт-Петербург : Постоян. комис. нар. чтений, 1897. - 54 с. ; 19 см. - (Народные чтения)",Беллетристика,"Хиляк, Владимир Игнатьевич (1843-1893)",Переводчик - Погодин А. ,Два старика : Рассказ из жизни рус. галичан,1897.0,,,54 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,2-е изд.,
424.0,"Попов Г.И., Побеседуем: Пора взяться за ум (о пьянстве); Чистота; Об уменье себя держать / Д-р Г. Попов. - Санкт-Петербург : Постоян. комис. нар. чтений, [1908]. - 28 с. ; 18 см",Медицина,"Попов, Гавриил Иванович (1856-1909)",,Побеседуем: Пора взяться за ум (о пьянстве); Чистота; Об уменье себя держать,1908.0,,,28 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,,
425.0,"Перфильев М.О., Беседы о здоровьи и о болезнях / [Соч.] Д-ра М.О. Перфильева. - 2-е изд. Книжка 1-2. - Санкт-Петербург : на средства Изд. о-ва при Постоян. комис. по устройству нар. чтений, 1885-1888. - 2 т. ; 19 см",Медицина,"Перфильев, Михаил Осипович (1849-1906)",,Беседы о здоровьи и о болезнях,1885-1888,,,2 т.,Санкт-Петербург ,На средства Изд. о-ва при Постоян. комис. по устройству нар. чтений,2-е изд.,"На обл. сер.: ""Нар. чтения"""
426.0,"О жизни и деяниях императора Александра II : Два чтения. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1892. - 90 с., 1 л. портр. ; 18 см",Биография,,,О жизни и деяниях императора Александра II : Два чтения,1892.0,,1 ил. портрет,90 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,,"В изд. 3-6 на обл. надзаг.: ""Народные чтения"""
427.0,"Сеткова А.П., Архангельские китоловы : Повесть А. Сетковой (Катенкамп). - Санкт-Петербург : Постоян. комис. нар. чтений, на средства Изд. о-ва, 1883. - 86 с., 2 л. цв. ил. ; 17 см. - (Народные чтения)",Беллетристика,"Сеткова, Александра Пантелеймоновна (1834-)",,Архангельские китоловы : Повесть,1883.0,,2 ил. цвет.,86 с.,Санкт-Петербург ," Постоян. комис. нар. чтений, на средства Изд. о-ва, ",,На обл. 1 и 7-9 изд. авт. не указан
428.0,"Белозерская обитель и ее основатель преподобный Кирилл. - 4-е изд. - Санкт-Петербург : на средства Издат. о-ва при Постоян. комис. по устройству нар. чтений, 1910. - 40 с. : ил. ; 17 см",Духовное просвещение,,,Белозерская обитель и ее основатель преподобный Кирилл,1910.0,,ил. ,40 с.,Санкт-Петербург ,"На средства Издат. о-ва при Постоян. комис. по устройству нар. чтений, ",4-е изд.,Загл. обл.: Кирилло-Белозерский монастырь
429.0,"Верещагин А.В., Русские в Манчжурии : Рассказы о послед. Китайск. походе в 1900 г / [Соч.] А.В. Верещагина. - [4-я тыс.]. - Санкт-Петербург : Постоян. комис. нар. чтений, 1904. - 47 с. ; 17 см. - (Народные чтения)",История,"Верещагин, Александр Васильевич (1850-1909)",,Русские в Манчжурии : Рассказы о послед. Китайск. походе в 1900 г,1904.0,,,47 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,4-я тыс.,
430.0,"Хрущов И.П., Нашествие татар и князь Михаил Тверской. - 2-е изд. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1887. - 34 с., 1 л. ил. ; 19 см. - (Народные чтения)",История,"Хрущов, Иван Петрович (1841-1904)",,Нашествие татар и князь Михаил Тверской,1887.0,,1 ил.,34 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,2-е изд.,Авт. установлен по одноименному изд. 1905 г.
431.0,"Овсянников А.Н., Урал и его природа, обитатели и промышленность / [Соч.] А.Н. Овсянникова. - 3-е изд. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1899. - 31 с. ; 18 см",География и путешествия,"Овсянников, Александр Николаевич (1842-1899)",,"Урал и его природа, обитатели и промышленность",1899.0,,,31 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,3-е изд.,На обл. авт. не указан
432.0,"Макарова С.М., Владимир святой и равноапостольный : [Попул. очерк]. - 2-е изд. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1875. - 20 с., 8 л. ил. - (Народные чтения)",История,"Макарова, София Марковна (1834-1887)",,Владимир святой и равноапостольный : Попул. очерк,1875.0,,,20 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,2-е изд.,В конце текста: С.М.; авт. установлен по кат. РНБ; авт. установлен по автогр. на экз. ГБЛ
433.0,"Азбелев И.П., Об Индии и индусах / И. Азбелев. - 2-е изд. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1895. - 34 с. ; 18 см",География и путешествия,"Азбелев, Иван Павлович (1862-1931)",,Об Индии и индусах,1895.0,,,34 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,2-е изд.,На обл. авт. не указан
434.0,"Святыни великого Новагорода. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1888. - 55 с",Духовное просвещение,,,Святыни великого Новагорода,1888.0,,,55 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,,
435.0,"Рейнбот Е.Ф., Чай : Откуда он идет к нам и чем полезен / [Соч.] Рейнбота. - Санкт-Петербург : Постоян. комис. нар. чтений, 1873. - [2], 32 с., 5 л. ил. ; 22 см",Медицина,"Рейнбот, Евгений Федорович (1847-1895)",,Чай : Откуда он идет к нам и чем полезен,1873.0,,5 ил.,"[2], 32 с.",Санкт-Петербург ,Постоян. комис. нар. чтений ,,
436.0,"Жития святых, выбранные и сокращенно изложенные и праздники православной церкви. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1886. - XVI, 254 с. ; 21 см",Духовное просвещение,,,"Жития святых, выбранные и сокращенно изложенные и праздники православной церкви",1886.0,,,254 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,,
437.0,"Миркович А.А., Мореплавание прежде и теперь / Сост. А.А. Миркович. - Петроград : Постоян. комис. нар. чтений, 1917. - 42 с., 3 ил. ; 18 см",Общественное устройство,"Миркович, А.А.",,Мореплавание прежде и теперь,1917.0,,3 ил. ,42 с.,Петроград,Постоян. комис. нар. чтений ,,На обл.: № 325
438.0,"Баннер-Фогт В. А., А.И. Герцен, его жизнь и деятельность / В.А. Баннер-Фогт. - Санкт-Петербург : Постоян. комис. нар. чтений, 1907. - 42 с. : портр. ; 19 см",Биография лит,"Баннер-Фогт, В. А. ",,"Александр Иванович Герцен, его жизнь и деятельность",1907.0,,1 ил. портрет,42 с.,Санкт-Петербург ,Постоян. комис. нар. чтений ,,На обл. номер изд.: № 237
439.0,"Хрущов И.П., Богомольцы у святынь Киева, Лавра. - 6-е изд. - Санкт-Петербург : Постоян. комис. по устройству нар. чтений, 1909. - 68 с. : ил. ; 16 см. - (Народные чтения ; № 29)",Духовное просвещение,"Хрущов, Иван Петрович (1841-1904)",,"Богомольцы у святынь Киева, Лавра",1909.0,,ил. ,68 с.,Санкт-Петербург ,Постоян. комис. по устройству нар. чтений,6-е изд.,Авт. установлен по 4-му изд. кн.
